RowNumber,CustomerId_b,CreditScore_b,Tenure_b,Balance_b,NumOfProducts_b,HasCrCard_b,IsActiveMember_b,Exited_b,Known
2605,15643752,540,5,116160.23,1,1,0,0,No
2606,15620398,635,5,98683.47,2,1,0,0,No
2607,15715707,657,3,118829.03,2,1,1,0,No
2608,15814209,814,1,118870.92,1,1,0,0,No
2609,15733768,600,1,0,1,1,1,0,No
2610,15755242,682,2,0,1,1,1,0,No
2611,15729412,682,4,107192.38,1,1,1,0,No
2612,15746564,566,3,108010.78,1,1,1,0,No
2613,15588446,550,3,0,2,0,0,0,No
2614,15665221,630,7,129837.72,2,0,1,0,No
2615,15640846,546,3,106458.31,4,1,0,1,No
2616,15700209,486,9,97009.15,1,1,1,0,No
2617,15658360,762,9,122929.42,2,0,0,0,No
2618,15602735,692,6,152296.83,4,0,1,1,No
2619,15724834,498,1,0,2,0,0,0,No
2620,15800062,850,8,0,1,0,0,1,No
2621,15685300,603,6,128993.76,2,1,0,0,No
2622,15760102,551,5,0,1,1,0,0,No
2623,15787026,627,0,185267.45,2,1,1,0,No
2624,15653696,515,9,0,2,0,0,0,No
2625,15788946,605,3,116805.82,1,0,0,0,No
2626,15600724,567,5,129750.68,1,1,0,0,No
2627,15574324,568,2,129177.01,2,0,1,0,No
2628,15707144,571,6,82506.72,2,1,0,0,No
2629,15775891,634,2,107247.69,1,1,1,1,No
2630,15711789,768,3,0,1,0,0,1,No
2631,15600879,554,3,157780.93,2,1,0,0,No
2632,15681196,629,1,172170.36,1,1,1,0,No
2633,15716000,638,2,0,2,1,1,0,No
2634,15766776,576,1,0,1,1,1,0,No
2635,15680278,661,9,75361.44,1,1,0,1,No
2636,15688637,592,4,0,2,1,1,0,No
2637,15591179,702,2,0,2,1,1,0,No
2638,15677435,647,0,98263.46,2,1,0,0,No
2639,15698619,593,9,0,2,1,1,0,No
2640,15581036,712,3,109308.79,2,1,0,1,No
2641,15622117,625,8,0,2,1,0,0,No
2642,15599301,538,6,164365.44,1,0,1,0,No
2643,15581548,637,5,98800,1,1,0,0,No
2644,15586870,632,4,193125.85,1,1,1,0,No
2645,15735263,736,5,51522.75,1,0,1,0,No
2646,15765322,755,5,84284.48,2,1,1,0,No
2647,15582944,425,5,0,2,1,0,0,No
2648,15687162,461,9,119889.84,1,0,0,1,No
2649,15644962,745,4,137910.45,1,1,1,0,No
2650,15612615,616,6,0,2,1,0,0,No
2651,15813439,587,5,100116.82,1,1,0,0,No
2652,15604544,850,4,166082.15,2,0,1,0,No
2653,15761348,601,0,0,2,1,0,0,No
2654,15785078,730,3,0,1,1,0,0,No
2655,15759874,532,3,148595.55,1,1,0,1,No
2656,15643658,850,2,94078.97,2,1,0,0,No
2657,15713267,779,5,0,2,0,1,0,No
2658,15737782,562,9,0,1,1,1,0,No
2659,15815490,670,2,164948.98,3,0,0,1,No
2660,15679410,729,4,140549.4,1,1,0,1,No
2661,15756241,767,2,152509.25,1,1,1,0,No
2662,15688409,742,2,191864.51,1,1,0,1,No
2663,15742272,669,8,96418.09,1,0,0,1,No
2664,15717898,542,2,131945.94,1,0,1,0,No
2665,15769582,586,3,0,2,1,1,0,No
2666,15635660,612,9,142910.15,1,1,0,1,No
2667,15576723,740,7,0,2,1,1,0,No
2668,15591577,584,3,146311.58,1,1,1,0,No
2669,15582325,524,2,87894.26,1,1,0,1,No
2670,15693947,614,5,97445.49,2,1,0,0,No
2671,15760446,598,9,0,1,0,1,1,No
2672,15611105,799,7,0,2,0,1,0,No
2673,15630920,724,2,154485.74,2,0,0,0,No
2674,15574910,601,2,115625.07,1,1,0,0,No
2675,15756472,804,7,108396.67,1,1,0,0,No
2676,15682890,745,5,65095.41,2,1,1,0,No
2677,15641994,667,1,103018.45,1,1,0,1,No
2678,15733297,518,10,84764.79,1,1,1,0,No
2679,15767793,819,10,0,2,1,0,0,No
2680,15725698,520,4,115680.81,1,1,1,0,No
2681,15813532,625,5,0,2,1,0,0,No
2682,15576760,673,5,73088.06,2,0,0,0,No
2683,15732102,656,3,150905.03,2,1,0,0,No
2684,15739046,850,9,143054.85,1,0,1,0,No
2685,15631927,574,7,0,2,0,0,0,No
2686,15672115,679,6,0,2,1,1,0,No
2687,15618765,530,0,99948.45,1,0,1,0,No
2688,15679148,508,3,115451.05,2,0,0,0,No
2689,15728474,558,4,108235.91,1,1,1,0,No
2690,15636999,414,8,0,1,0,1,1,No
2691,15754261,648,2,98795.61,2,1,0,0,No
2692,15629150,721,1,0,2,1,0,0,No
2693,15736274,751,8,0,2,0,0,0,No
2694,15627697,662,2,0,2,0,1,0,No
2695,15721585,628,3,113146.98,2,0,1,0,No
2696,15639946,597,8,162532.14,3,1,0,1,No
2697,15792176,698,0,92053.44,1,1,1,0,No
2698,15699450,723,7,0,2,1,1,0,No
2699,15729954,586,5,0,3,1,0,1,No
2700,15600103,633,8,104944.1,1,1,1,0,No
2701,15786200,564,4,0,2,1,0,0,No
2702,15797010,649,2,0,2,1,0,0,No
2703,15670172,622,4,107879.04,1,0,1,0,No
2704,15627352,459,7,110356.42,1,1,0,1,No
2705,15622494,718,2,0,2,0,0,0,No
2706,15585835,655,4,109783.69,2,1,0,0,No
2707,15595071,696,9,149777,1,1,1,0,No
2708,15628203,637,3,104339.56,1,0,0,0,No
2709,15667190,630,1,85818.18,1,1,1,0,No
2710,15780212,592,4,212692.97,1,0,0,0,No
2711,15766869,634,1,89696.84,2,1,1,0,No
2712,15775741,608,9,0,2,1,1,0,No
2713,15628170,565,9,68067.24,1,1,0,0,No
2714,15701318,763,9,148564.66,1,0,1,0,No
2715,15710928,665,8,136354.16,1,1,1,0,No
2716,15682547,649,1,122214,1,0,1,0,No
2717,15631170,695,3,0,2,1,1,0,No
2718,15648702,775,6,119684.88,2,1,1,0,No
2719,15783444,788,3,135139.33,1,0,1,0,No
2720,15809178,569,9,146100.75,1,1,0,1,No
2721,15806688,726,8,123110.9,3,0,1,1,No
2722,15576824,564,3,111760.4,3,1,1,1,No
2723,15675422,544,9,110728.39,1,1,1,0,No
2724,15681550,614,8,121558.46,1,1,1,0,No
2725,15812628,453,8,120623.21,1,1,0,0,No
2726,15597951,471,4,114713.57,1,1,1,0,No
2727,15807045,829,3,103457.76,1,0,0,0,No
2728,15581748,754,2,101134.87,2,1,1,0,No
2729,15770420,749,10,78136.36,2,1,1,0,No
2730,15608230,667,1,0,2,1,0,0,No
2731,15730339,670,3,133446.34,1,0,0,0,No
2732,15712584,670,7,0,2,1,1,0,No
2733,15592816,623,1,108076.33,1,1,0,1,No
2734,15641480,571,5,131354.25,1,1,0,0,No
2735,15708505,641,7,62974.64,2,0,1,0,No
2736,15791131,551,2,143340.44,1,1,0,0,No
2737,15618225,741,8,116993.43,2,1,0,0,No
2738,15644724,472,4,58662.92,2,0,1,0,No
2739,15662098,650,3,128808.65,3,0,0,1,No
2740,15723894,625,7,137555.44,1,0,0,0,No
2741,15787699,650,4,142393.11,1,1,1,0,No
2742,15687738,535,8,0,2,1,0,0,No
2743,15576126,649,2,125785.23,1,1,1,0,No
2744,15658889,689,4,136444.25,1,1,0,1,No
2745,15667046,694,7,121527.4,1,1,0,0,No
2746,15669957,655,9,144696.75,1,1,1,0,No
2747,15655794,620,8,0,2,1,1,0,No
2748,15599829,577,10,0,2,1,1,0,No
2749,15753332,401,8,128140.17,1,1,0,1,No
2750,15671124,599,6,120383.41,1,1,1,0,No
2751,15767474,481,9,0,3,1,1,1,No
2752,15720671,704,8,129735.3,2,1,1,0,No
2753,15626787,698,8,185078.26,1,0,0,1,No
2754,15774491,480,6,0,2,0,0,0,No
2755,15579647,682,0,0,1,1,1,0,No
2756,15625522,700,7,0,2,0,1,0,No
2757,15765806,492,1,144591.96,1,1,1,0,No
2758,15566708,444,4,0,2,1,0,1,No
2759,15668347,624,6,0,2,0,0,0,No
2760,15575214,709,7,0,1,1,0,0,No
2761,15591123,557,2,100194.44,1,1,1,0,No
2762,15573280,646,6,145295.31,2,1,1,0,No
2763,15589018,719,3,106070.29,2,1,1,0,No
2764,15654495,706,6,120621.89,1,1,1,0,No
2765,15597265,660,7,0,2,0,1,0,No
2766,15733876,667,9,0,2,1,1,0,No
2767,15677217,705,1,0,1,1,1,0,No
2768,15747265,598,10,171283.91,1,1,1,0,No
2769,15713379,669,4,0,2,1,1,0,No
2770,15730433,580,1,128218.47,1,1,0,1,No
2771,15693347,676,5,0,2,1,1,0,No
2772,15715465,714,7,77776.39,1,1,0,0,No
2773,15680736,597,6,124978.19,2,1,1,0,No
2774,15610765,559,1,0,2,0,0,0,No
2775,15650034,564,1,0,1,1,1,0,No
2776,15782468,850,3,109799.55,2,1,1,1,No
2777,15685109,689,7,0,2,0,0,0,No
2778,15776233,758,8,125397.21,1,1,0,1,No
2779,15761141,604,10,0,2,1,1,0,No
2780,15781702,733,9,111347.37,2,0,1,0,No
2781,15790235,778,8,104291.41,2,1,1,0,No
2782,15641416,732,9,94867.18,2,1,1,1,No
2783,15775234,646,8,0,2,0,0,0,No
2784,15659475,597,6,135703.59,2,0,0,0,No
2785,15642202,821,5,106453.53,2,0,1,0,No
2786,15771417,640,7,132412.38,1,0,0,1,No
2787,15585100,511,9,124401.6,1,1,0,1,No
2788,15700487,805,6,118022.06,3,1,0,1,No
2789,15726589,540,1,82531.11,1,1,0,0,No
2790,15747503,705,0,184552.12,1,1,0,1,No
2791,15595883,540,4,127278.31,1,1,1,0,No
2792,15663826,532,3,0,1,1,1,0,No
2793,15742820,535,2,0,2,0,1,0,No
2794,15624793,627,5,184244.86,1,1,0,0,No
2795,15597930,646,8,59669.43,1,0,0,1,No
2796,15665110,515,7,79543.59,1,0,1,0,No
2797,15770719,697,6,151553.19,1,1,1,0,No
2798,15731327,652,2,166527.88,2,0,1,0,No
2799,15576044,579,6,150329.15,1,1,0,0,No
2800,15775662,760,8,121911.59,1,1,0,0,No
2801,15646817,769,9,156773.78,2,1,0,0,No
2802,15596060,498,8,127864.26,1,1,1,0,No
2803,15723299,774,4,113709.28,1,1,1,1,No
2804,15636982,705,7,79974.55,1,1,1,0,No
2805,15751175,648,2,0,2,1,1,0,No
2806,15618936,688,5,0,1,1,0,1,No
2807,15787529,592,0,0,1,1,0,1,No
2808,15780128,705,3,144427.96,2,1,0,0,No
2809,15615991,654,7,99263.09,1,1,1,0,No
2810,15757001,624,2,79368.87,2,1,1,0,No
2811,15595388,594,10,0,2,1,1,0,No
2812,15699550,695,9,0,2,1,1,0,No
2813,15581620,597,2,0,3,1,1,0,No
2814,15600934,758,7,125095.94,1,1,0,1,No
2815,15738672,737,2,162485.8,2,1,0,0,No
2816,15721307,694,1,95668.82,2,1,0,0,No
2817,15619280,683,4,0,2,1,0,0,No
2818,15768244,538,8,0,2,1,1,0,No
2819,15806837,669,4,0,1,1,0,0,No
2820,15643496,730,5,74197.38,2,1,0,0,No
2821,15813916,622,1,89688.94,1,1,1,0,No
2822,15626385,714,10,103121.33,2,1,1,0,No
2823,15603582,569,3,0,1,1,0,0,No
2824,15764351,668,5,120170.07,1,0,1,0,No
2825,15667938,628,9,149136.31,2,1,1,0,No
2826,15576360,600,1,141136.79,1,1,1,0,No
2827,15628813,693,4,152341.55,1,1,0,0,No
2828,15584190,704,7,120026.98,2,0,1,0,No
2829,15716449,527,9,132168.28,1,0,0,0,No
2830,15759913,553,6,85200.82,2,1,1,0,No
2831,15701555,575,1,84903.33,2,0,1,0,No
2832,15758482,626,0,0,2,0,0,0,No
2833,15758171,582,4,0,1,1,1,0,No
2834,15680346,683,8,0,1,1,0,0,No
2835,15649124,850,9,121535.18,1,0,0,0,No
2836,15812917,653,6,116662.96,2,1,1,0,No
2837,15768455,679,8,0,2,1,1,0,No
2838,15703059,549,6,124829.16,1,0,1,0,No
2839,15646196,850,2,155180.56,2,0,0,0,No
2840,15585451,558,1,108262.87,1,1,1,0,No
2841,15714057,528,4,0,2,1,0,0,No
2842,15748473,801,5,0,2,1,0,0,No
2843,15785782,513,2,0,1,1,1,1,No
2844,15693233,666,6,99812.88,2,1,1,0,No
2845,15757521,606,2,132164.26,1,0,1,0,No
2846,15812513,599,10,103583.05,1,1,0,1,No
2847,15674950,544,4,142406.43,2,1,0,0,No
2848,15678572,529,7,99842.5,2,1,0,1,No
2849,15713608,850,5,0,2,1,1,0,No
2850,15579262,497,9,0,1,0,0,0,No
2851,15610426,764,5,81042.42,1,0,1,0,No
2852,15776454,603,5,0,1,1,0,1,No
2853,15771483,609,6,0,2,1,1,0,No
2854,15648489,487,4,199689.49,1,1,1,1,No
2855,15646609,748,1,142645.43,1,0,0,0,No
2856,15693203,710,5,0,2,1,1,0,No
2857,15813067,432,3,110219.14,1,1,0,1,No
2858,15769829,534,3,0,2,0,1,0,No
2859,15662434,607,3,0,2,0,0,0,No
2860,15773503,551,4,0,2,1,0,0,No
2861,15705890,674,7,142072.02,1,1,0,0,No
2862,15711398,525,6,0,2,1,0,0,No
2863,15752375,645,8,149564.61,1,0,0,0,No
2864,15659175,755,9,0,2,1,0,0,No
2865,15597033,708,8,153366.13,1,1,1,0,No
2866,15590228,715,6,76467.16,1,1,1,0,No
2867,15631848,727,9,121508.28,1,1,1,0,No
2868,15654211,559,1,0,1,0,1,0,No
2869,15707968,545,8,73211.12,2,1,0,1,No
2870,15594084,524,9,0,2,1,0,0,No
2871,15651093,707,1,0,2,0,1,0,No
2872,15798824,671,0,92674.94,2,1,0,0,No
2873,15671591,439,3,96196.24,4,1,0,1,No
2874,15707189,667,1,114391.62,1,1,1,0,No
2875,15733581,831,9,80262.66,1,1,0,0,No
2876,15641640,545,7,173331.52,1,1,0,0,No
2877,15585284,604,7,147285.52,1,1,1,0,No
2878,15617866,657,5,119785.47,2,1,1,0,No
2879,15667751,487,1,140137.15,1,1,0,0,No
2880,15669411,750,6,107467.56,1,1,0,1,No
2881,15789425,694,8,98218.04,2,1,0,1,No
2882,15570943,711,2,133607.75,1,1,1,0,No
2883,15685829,551,3,0,2,1,1,0,No
2884,15721917,559,8,95139.41,1,1,1,0,No
2885,15776047,620,3,0,2,0,1,0,No
2886,15716024,660,5,0,2,1,0,0,No
2887,15675328,449,6,0,2,1,0,0,No
2888,15604314,703,1,97331.19,1,1,0,0,No
2889,15658339,795,2,139265.63,2,1,1,0,No
2890,15630402,594,9,0,1,0,1,0,No
2891,15689616,586,5,168094.01,1,0,0,0,No
2892,15774224,613,5,131563.88,2,1,0,0,No
2893,15701291,601,3,0,2,1,0,0,No
2894,15719606,657,9,0,2,0,0,0,No
2895,15644119,531,3,0,1,1,1,0,No
2896,15646859,621,7,107363.29,1,1,1,0,No
2897,15606836,782,2,94493.03,1,0,1,0,No
2898,15664150,528,9,170214.23,2,1,0,0,No
2899,15624510,696,6,139781.06,1,1,0,1,No
2900,15810944,586,7,0,2,1,0,0,No
2901,15668575,626,8,148610.41,3,0,1,1,No
2902,15603246,498,2,170241.7,2,1,1,0,No
2903,15804002,691,1,128306.83,1,1,1,0,No
2904,15728773,568,7,0,2,1,1,0,No
2905,15598044,715,3,0,1,1,1,0,No
2906,15694829,680,7,175454,1,0,1,0,No
2907,15600575,802,6,0,2,1,0,0,No
2908,15727311,539,0,100885.93,2,1,1,0,No
2909,15570769,494,9,93320.8,1,1,1,0,No
2910,15606274,594,6,63176.44,2,1,1,0,No
2911,15746139,596,2,139451.67,1,0,0,0,No
2912,15704987,649,8,49113.75,1,1,0,0,No
2913,15628972,699,1,123906.22,3,1,1,1,No
2914,15697686,787,6,0,2,1,1,0,No
2915,15733883,604,7,0,2,0,0,0,No
2916,15617482,489,1,131441.51,1,1,0,1,No
2917,15704583,651,2,0,1,1,0,1,No
2918,15621083,698,6,136325.48,2,1,1,1,No
2919,15649487,578,4,113150.44,2,1,0,1,No
2920,15736760,538,9,0,1,0,0,0,No
2921,15714658,696,4,0,2,1,1,0,No
2922,15599081,507,8,102785.16,1,1,1,0,No
2923,15705113,685,6,83264.28,1,0,0,0,No
2924,15631159,705,4,72252.64,2,1,1,0,No
2925,15792818,499,6,148051.52,1,1,0,0,No
2926,15633531,717,9,138489.66,1,1,1,0,No
2927,15744529,510,8,0,2,1,1,0,No
2928,15669656,632,6,111589.33,1,1,1,0,No
2929,15581198,668,0,122104.79,1,1,0,1,No
2930,15729054,744,4,96106.83,1,1,1,0,No
2931,15573452,663,7,115930.87,1,1,0,0,No
2932,15776733,638,7,124513.66,2,1,0,0,No
2933,15724858,688,9,0,1,1,0,1,No
2934,15713144,588,8,0,1,1,0,0,No
2935,15690188,631,7,0,1,1,1,1,No
2936,15689425,687,8,100988.39,2,1,0,0,No
2937,15671766,599,10,118577.24,1,1,1,0,No
2938,15782806,718,6,0,2,1,0,0,No
2939,15764419,730,5,0,2,1,1,0,No
2940,15591915,533,2,0,1,0,1,1,No
2941,15772798,711,5,0,2,1,1,0,No
2942,15792008,555,9,0,2,0,1,0,No
2943,15715541,850,9,113311.11,1,1,1,0,No
2944,15639277,678,9,0,1,0,0,0,No
2945,15798850,576,7,0,2,1,0,0,No
2946,15776348,835,4,124365.42,1,0,0,1,No
2947,15727696,592,1,147249.29,2,1,1,0,No
2948,15793813,774,7,103688.19,1,0,1,0,No
2949,15694395,620,1,138740.24,2,0,0,0,No
2950,15764195,519,4,111900.14,1,1,1,0,No
2951,15744919,734,0,152760.24,1,1,1,0,No
2952,15671655,763,7,143966.3,2,1,1,1,No
2953,15654901,733,10,141556.96,1,1,0,0,No
2954,15649136,650,6,0,2,1,1,0,No
2955,15775562,538,5,0,2,1,0,0,No
2956,15807481,577,1,0,1,1,1,0,No
2957,15642885,792,8,0,2,1,0,0,No
2958,15789109,686,10,0,1,1,1,1,No
2959,15814004,589,2,0,2,0,1,0,No
2960,15673619,530,9,162560.32,1,1,0,0,No
2961,15595135,778,7,123229.46,1,1,0,0,No
2962,15583681,616,7,76665.71,2,1,1,0,No
2963,15605000,550,9,140278.99,3,1,1,1,No
2964,15718071,655,3,0,2,0,1,0,No
2965,15679760,721,1,115764.32,2,0,0,0,No
2966,15654574,499,5,131142.53,2,1,0,0,No
2967,15577178,511,5,68375.27,1,1,0,1,No
2968,15595324,579,5,117833.3,3,0,0,1,No
2969,15756932,696,7,0,2,1,1,0,No
2970,15726358,681,7,0,2,0,0,0,No
2971,15595228,815,7,0,1,0,1,1,No
2972,15782530,681,2,111093.01,1,1,0,0,No
2973,15592877,641,9,132657.55,1,1,0,0,No
2974,15651983,591,9,128882.49,1,1,1,1,No
2975,15746737,565,9,69129.59,1,1,1,0,No
2976,15774179,487,6,0,2,1,1,0,No
2977,15667265,729,4,121404.64,1,1,1,0,No
2978,15655123,505,9,131355.3,3,1,0,1,No
2979,15595917,580,1,102097.33,1,0,1,0,No
2980,15668385,642,1,154863.15,1,1,1,0,No
2981,15709476,850,3,99945.93,2,1,0,0,No
2982,15711218,616,2,121704.32,2,1,0,0,No
2983,15798659,526,3,0,2,1,0,0,No
2984,15663939,523,8,138782.76,1,1,1,0,No
2985,15694946,663,9,0,2,1,1,0,No
2986,15631912,840,8,136291.71,1,1,0,0,No
2987,15768816,570,0,107856.57,2,1,0,0,No
2988,15682268,676,1,108348.66,1,0,0,1,No
2989,15684801,689,1,93871.95,3,1,0,1,No
2990,15636428,703,1,0,1,1,0,1,No
2991,15809823,491,2,125860.2,1,0,0,0,No
2992,15699284,584,8,172713.44,1,1,0,0,No
2993,15786993,810,5,0,2,0,1,0,No
2994,15709441,745,8,0,1,1,1,0,No
2995,15710257,625,3,130786.92,1,0,1,0,No
2996,15582492,535,2,112367.34,1,1,0,0,No
2997,15575694,729,7,91091.06,2,1,0,0,No
2998,15756820,655,7,106198.5,1,0,1,0,No
2999,15766289,751,5,142669.93,2,1,0,0,No
3000,15593014,525,1,112833.35,1,0,1,0,No
3001,15584545,532,5,0,2,0,1,0,No
3002,15675949,696,4,0,2,1,1,0,No
3003,15672091,786,2,104336.43,2,0,0,0,No
3004,15801658,580,6,104305.74,1,0,1,0,No
3005,15706185,596,5,140187.1,2,1,1,0,No
3006,15789863,683,4,0,2,1,0,0,No
3007,15720943,747,1,114959.12,1,1,0,1,No
3008,15697997,602,5,164704.38,1,0,1,1,No
3009,15665416,779,10,119096.55,1,0,1,0,No
3010,15660200,551,1,0,2,1,1,0,No
3011,15619653,666,2,0,1,1,0,1,No
3012,15773447,526,8,0,1,1,0,0,No
3013,15739160,849,9,115465.28,1,1,0,0,No
3014,15689237,471,4,0,2,1,0,0,No
3015,15679297,628,3,184926.61,1,1,0,0,No
3016,15591433,674,8,85957.88,2,1,0,0,No
3017,15642725,797,10,114084.6,1,0,1,0,No
3018,15701962,590,2,166930.76,2,1,0,0,No
3019,15811613,588,8,0,1,1,0,0,No
3020,15741049,577,7,0,2,1,1,0,No
3021,15724423,571,6,107193.82,2,0,0,0,No
3022,15574305,680,3,116275.12,1,1,1,0,No
3023,15678168,648,7,0,2,1,1,0,No
3024,15697020,618,2,91068.56,1,1,0,0,No
3025,15610801,648,5,123049.21,1,0,1,0,No
3026,15745232,759,6,0,2,1,1,0,No
3027,15722758,585,7,0,2,0,0,0,No
3028,15792102,774,3,137781.65,1,0,0,0,No
3029,15675185,697,2,108128.96,2,1,1,0,No
3030,15801247,605,10,105317.73,2,1,0,0,No
3031,15725660,676,1,80569.73,1,0,0,0,No
3032,15638963,678,4,174852.89,1,1,1,0,No
3033,15800061,495,3,89158.94,3,1,0,1,No
3034,15578006,787,10,0,2,1,1,0,No
3035,15668504,770,2,89800.14,1,1,1,0,No
3036,15687491,817,9,101207.75,1,0,0,1,No
3037,15610403,659,1,106086.42,2,1,0,0,No
3038,15741094,693,1,0,2,1,1,0,No
3039,15807909,744,9,0,2,1,0,0,No
3040,15666141,829,8,101440.36,2,1,1,0,No
3041,15617134,716,4,0,2,1,0,0,No
3042,15783029,671,7,106603.74,2,1,1,0,No
3043,15622833,835,10,130420.2,2,0,0,0,No
3044,15746422,636,1,0,1,1,0,0,No
3045,15750839,649,2,45022.23,1,1,1,0,No
3046,15749130,621,1,74298.43,1,1,1,0,No
3047,15779862,658,3,133003.03,1,0,1,1,No
3048,15767871,784,7,0,2,1,1,0,No
3049,15679651,783,1,136689.66,1,1,0,0,No
3050,15576219,615,4,0,2,1,1,0,No
3051,15699247,791,5,0,2,1,1,1,No
3052,15619087,762,1,102520.37,1,1,1,0,No
3053,15605327,607,2,0,2,1,1,0,No
3054,15610140,601,5,0,2,1,0,0,No
3055,15791174,540,1,88382.01,1,0,1,0,No
3056,15602373,812,4,115049.15,2,1,0,0,No
3057,15762605,685,1,104796.54,1,1,1,0,No
3058,15598840,680,1,123082.08,1,1,0,0,No
3059,15744279,680,8,0,2,1,1,0,No
3060,15670619,631,8,0,2,0,0,0,No
3061,15599533,569,7,0,2,1,1,0,No
3062,15757837,584,3,88311.48,2,1,1,0,No
3063,15697574,582,9,0,3,1,1,0,No
3064,15578738,609,7,71872.19,1,1,1,0,No
3065,15762228,506,6,110046.93,2,1,0,0,No
3066,15614827,503,8,104430.08,1,1,1,0,No
3067,15789815,503,5,0,2,1,0,0,No
3068,15579781,806,10,138653.51,1,1,0,0,No
3069,15587013,653,7,102575.04,1,1,1,0,No
3070,15570932,666,7,137780.74,2,1,1,1,No
3071,15794661,674,2,0,2,1,0,0,No
3072,15581654,798,7,0,2,0,1,0,No
3073,15644296,740,8,105209.54,1,1,0,0,No
3074,15614420,531,0,109570.21,2,1,1,0,No
3075,15609653,614,6,118715.86,1,1,0,1,No
3076,15594577,556,10,0,2,1,1,0,No
3077,15584114,678,2,153393.18,2,1,1,0,No
3078,15673367,587,6,132603.36,1,1,0,0,No
3079,15685576,527,6,0,2,1,1,0,No
3080,15774727,757,1,129398.01,2,0,0,0,No
3081,15694288,468,3,0,2,1,0,0,No
3082,15603319,693,2,151352.74,1,0,0,0,No
3083,15759066,483,5,136836.49,1,1,0,1,No
3084,15814816,466,4,91592.06,1,1,0,1,No
3085,15724402,770,8,0,2,1,0,0,No
3086,15571059,734,3,0,1,1,0,1,No
3087,15674206,716,8,0,2,1,1,0,No
3088,15715160,439,2,165536.28,2,1,1,0,No
3089,15730448,538,5,62482.95,1,1,1,0,No
3090,15662067,743,8,68155.59,1,1,0,0,No
3091,15779581,734,3,55853.33,2,0,1,1,No
3092,15662901,656,2,0,2,0,1,0,No
3093,15689751,666,2,79589.43,1,0,0,0,No
3094,15667742,627,5,100880.76,1,0,1,0,No
3095,15738448,480,3,174330.35,2,0,0,0,No
3096,15680243,792,7,143390.51,1,1,0,0,No
3097,15745083,613,8,91415.76,1,0,0,1,No
3098,15708228,476,3,134366.42,1,1,0,0,No
3099,15628523,539,3,0,2,1,1,0,No
3100,15708196,696,8,88786.81,1,1,1,0,No
3101,15735549,810,3,96814.46,2,1,1,0,No
3102,15809347,763,9,160680.41,1,1,0,0,No
3103,15660866,640,3,0,2,1,0,0,No
3104,15766609,655,10,0,2,1,0,0,No
3105,15654230,526,5,145537.21,1,1,0,0,No
3106,15794566,678,4,0,2,1,1,1,No
3107,15800890,554,6,0,2,1,1,0,No
3108,15697424,597,2,119370.11,1,1,1,1,No
3109,15724536,560,1,0,2,1,1,0,No
3110,15735878,850,10,134381.52,1,0,0,1,No
3111,15707596,546,8,114888.74,2,1,1,1,No
3112,15657163,623,1,149332.48,2,1,0,0,No
3113,15622478,698,7,105061.74,3,1,0,1,No
3114,15779529,620,7,0,2,1,1,0,No
3115,15636023,619,10,0,1,1,1,1,No
3116,15582066,561,4,0,1,1,1,0,No
3117,15666675,753,7,155062.8,1,1,1,0,No
3118,15732987,721,3,88798.34,1,0,0,0,No
3119,15789432,451,6,0,2,1,0,0,No
3120,15663161,680,5,143139.87,1,0,0,1,No
3121,15694879,590,7,0,2,1,0,0,No
3122,15593715,634,3,107027.52,1,1,0,0,No
3123,15575002,676,4,140720.93,1,1,0,0,No
3124,15622171,642,8,80964.57,2,1,0,0,No
3125,15795224,760,6,178585.46,1,1,0,1,No
3126,15685346,736,4,135889.13,1,1,1,0,No
3127,15691808,656,7,134919.85,1,1,0,0,No
3128,15721007,776,8,115130.34,1,0,0,1,No
3129,15794253,832,6,138190.13,2,0,1,0,No
3130,15694453,631,9,131519.49,2,1,1,0,No
3131,15813113,795,5,0,1,1,0,1,No
3132,15614187,648,3,126935.98,2,0,1,0,No
3133,15619407,615,4,133707.09,1,1,1,0,No
3134,15646227,682,1,97893.2,1,1,0,0,No
3135,15660541,694,5,127900.03,1,1,0,0,No
3136,15753874,694,10,143835.47,1,0,1,0,No
3137,15617877,607,0,0,2,1,1,0,No
3138,15772073,664,10,0,1,1,0,1,No
3139,15701537,756,2,0,1,1,1,1,No
3140,15736228,645,3,129596.77,1,1,1,0,No
3141,15780572,653,4,0,2,1,0,0,No
3142,15769596,710,2,110407.44,2,0,0,1,No
3143,15586996,697,7,0,2,0,1,0,No
3144,15722061,619,8,142015.76,2,1,0,0,No
3145,15638003,648,1,81370.07,1,0,1,0,No
3146,15775590,482,2,69329.47,1,0,0,1,No
3147,15730688,548,8,116755.5,2,1,1,1,No
3148,15753102,752,6,83870.33,1,1,0,0,No
3149,15810075,648,6,130694.89,2,1,1,1,No
3150,15723373,643,8,117451.47,1,1,0,0,No
3151,15795298,573,9,206868.78,2,0,1,0,No
3152,15584320,686,3,111695.62,1,0,0,0,No
3153,15724161,644,9,137285.26,4,1,0,1,No
3154,15750056,702,6,149218.39,1,1,1,0,No
3155,15609637,652,7,0,2,0,1,0,No
3156,15794493,641,7,0,2,1,1,0,No
3157,15569641,692,8,130701.29,1,1,0,1,No
3158,15815236,574,5,0,2,0,0,0,No
3159,15811177,643,3,167949.48,1,1,0,0,No
3160,15680587,834,4,131254.81,1,1,0,0,No
3161,15672821,591,5,0,2,1,1,0,No
3162,15767681,470,9,0,2,0,1,0,No
